Title,Body,Vendor,Product Category,Type,Tags,Published,Size,Variant SKU,Variant Inventory Tracker,Variant Price,Image Src,Cost per item,, 
Smart Easy Assembly Folding Treadmill,"7610, 7610SMART, addfeatures:app connectivity, addfeatures:bluetooth, cardio, comf:deck to floor height:6.6 in, comf:emergency stop brake:yes, comf:running surface:39.4L x 14.2W in, comf:transportation wheels:yes, conv:foldable:yes, conv:folded product dimensions:19.3L x 27.4W x 51.2H in, conv:product dimensions:49.9L x 27.4W x 50.4H in, conv:product weight:72.7 lb, conv:ship dimensions:55.1L x 29.1W x 9.1H In, conv:ship weight:86 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:3-7, engr:incline degrees:4.8°, engr:incline levels: Fixed (not adjustable), engr:max user weight:220 lb, engr:motorized:yes, engr:peak dc hp:1.5 Peak HP, engr:speed range:0.5 - 6.5 MPH, Exercise Machine US, FALL24, Family:T7610, Financing, financing-eligible, Google Shopping, incline-control-none, mat:m, max user weight range:200 lb - 249 lb, over-10, paymentplan:financing, PLP-home-cardio-equipment, PLP-treadmill, price:$400 to $600, rec-excl, SF-T7610SMART, shipping:free, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:device holder:yes, tech:digital monitor:Calories+Distance+Speed+Time, Tier:Smart, treadmill, treadmill-speed-up-to-6-mph, YGroup_FoldingTreadmill",,,,,TRUE,,#smart-easy-assembly-folding-treadmill,shopify,39999,https://sunnyhealthfitness.com/cdn/shop/files/SF-T7610SMART-00_600x.jpg?v=1708015168,,,
Premium Incline Decline Treadmill,"7200, cardio, comf:deck to floor height:Min 11 in / Max 26 in, comf:emergency stop brake:yes, comf:running surface:43.9L x 20.1W in, comf:shock absorption:yes, comf:transportation wheels:yes, conv:product dimensions:53.1L x 36.2W x 69.1H in, conv:product weight:303.8 lb, conv:ship dimensions:63.8L x 45.3W x 19.9H in, conv:ship weight:343 lb, conv:shipping service:in-home delivery, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:5-12, engr:incline function:Auto Electric, engr:incline levels:56, engr:incline/decline percentage:-5% to 50%, engr:max user weight:330 lb, engr:motor type:AC Motor, engr:motorized:yes, engr:peak dc hp:5.0 HP, engr:speed range:0.3 - 5 MPH, Exercise Machine US, Financing, financing-eligible, Google Shopping, mat:l, max user weight range:300 lb - 349 lb, motorized, paymentplan:financing, PLP-home-cardio-equipment, PLP-treadmill, PLP-x-series, price:Over $1000, SF-X7200, shipping:free, tech:built-in programs:12, tech:device holder:yes, tech:digital monitor:Calories+Incline+Speed+Time, tech:quick incline button:0% + 25% + 50%, tech:quick speed button:1 + 3+ 5 MPH, tech:user programs:3, treadmill",,,,,TRUE,,#premium-incline-decline-treadmill,shopify,349999,https://sunnyhealthfitness.com/cdn/shop/files/SF-X7200-00_600x.jpg?v=1708392214,,,
Premium Curve Manual Treadmill,"7100, cardio, comf:bottle holder:yes, comf:deck to floor height:13.9 in, comf:running surface:61L x 17.7W in, comf:transportation wheels:yes, conv:product dimensions:74L x 34.6W x 62.2H in, conv:product weight:280 lb, conv:ship dimensions:83.5L x 34.4W x 19.2H In, conv:ship weight:341.7 lb, conv:shipping service:in-home delivery, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:5-12, engr:max user weight:375 lb, engr:speed range:Manual, Exercise Machine US, Financing, financing-eligible, Google Shopping, Manual, max user weight range:350 lb - 399 lb, over-10, paymentplan:financing, PLP-cardio-treadmill-manual, PLP-home-cardio-equipment, PLP-treadmill, PLP-x-series, price:Over $1000, SF-X7100, shipping:free, tech:device holder:yes, tech:digital monitor:Calories+Distance+Speed+Time+Odometer, treadmill",,,,,TRUE,,#premium-curve-manual-treadmill,shopify,499999,https://sunnyhealthfitness.com/cdn/shop/files/sunny-health-fitness-treadmills-premium-curve-manual-treadmill-sf-x7100-0_600x.jpg?v=1706231493,,,
Premium Stepper Stair Climber,"7300, cardio, climber, comf:bottle holder:yes, comf:handlebar:yes, comf:ladder size:19.5L x 9.3W x 7.7H in, comf:transportation wheels:yes, conv:product dimensions:69.3L x 31.3W x 83.9H in, conv:product weight:407.9 lb, conv:ship dimensions:57.1L x 33.1W x 51.6H in, conv:ship weight:487.2 lb, conv:shipping service:in-home delivery, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:5-12, engr:max user weight:400 lb, engr:motorized:yes, engr:speed range:25 levels, engr:tension system:electro-magnetic, Exercise Machine US, Financing, financing-eligible, Google Shopping, max user weight range:400 lb +, over-10, paymentplan:financing, PLP-cardio-climber, PLP-cardio-stepper-climber, PLP-home-cardio-equipment, PLP-stair-climber, PLP-stepper, PLP-x-series, price:Over $1000, SF-X7300, shipping:free, shipping:ltl, Stepper, tech:device holder:yes, tech:digital monitor:Calorie+Steps+Height+Program+Time+Pulse+SPM+Levels, tech:pulse sensor:yes, tech:quick speed button:6, tech:wireless charging:yes (5V/18W)",,,,,TRUE,,#premium-stepper-stair-climber,shopify,499999,https://sunnyhealthfitness.com/cdn/shop/files/SF-X7300-00_600x.jpg?v=1709237657,,,
Elite 2-inch Rubber Olympic Weight Plates 10 - 55 LBS,"comf:shape:Round, conv:Product weight:20 - 55 lb, conv:Ship weight: 21.4 lb - 56.5 lb, conv:Warranty: 1 year structural frame+180 days other parts and components, Delivery:3-7, Exercise Machine US, Google Shopping, New Arrivals, None_financing, OP01, over-10, PLP-strength, PLP-strength-weight, PLP-strength-weight-plate, PLP-weight-plates, price:Under $200, SF-OP01, speedengr:construction:Nature Rubber+SBR+Stainless steel, Strength, tech:pieces per set:Pair / Single, under-200, YGroup_WeightPlate",,,,,TRUE,,#elite-2-inch-rubber-olympic-weight-plates-10---55-lbs,shopify,4999,https://sunnyhealthfitness.com/cdn/shop/files/SF-OP01-10-00_600x.jpg?v=1712616844,,,
SMART Magnetic Resistance Exercise Bike with Dumbbell Holder,"123033, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, addfeatures:dumbbell holder, addfeatures:pulse monitor, cardio, comf:bottle holder:yes, comf:dumbbell holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 27.6 in/Max 37.6 in, comf:pedal type:caged, comf:pedal type:non-slip w/ adjustable strap, comf:seat dimensions:9.8L x 7.9W x 3H in, comf:seat height:Min 32.3 in/Max 40.2 in, comf:seat to handlebar distance:Min 20.1 in/Max 26.2 in, comf:transportation wheels:yes, conv:product dimensions:52.8L x 21.3W x 49.6H in, conv:product weight:60.2 lb, conv:ship dimensions:39L x 7.6W x 30.5H in, conv:ship weight:68.8 lb, conv:warranty:3 year structural frame+180 days other parts and components, cycling, Delivery:3-7, engr:drive mechanism:belt drive, engr:emergency stop brake:yes, engr:max user weight:300 lb, engr:q-factor:175mm, engr:tension system:magnetic, Exercise Bikes, Exercise Machine US, FALL24, Family: Smart Indoor Bike, Financing, financing-eligible, flywheel weight range:8 lb – 19 lb, Google Shopping, inseam max:36.5 in - 38 in, inseam min:27.5 in - 29 in, mat:m, max user weight range:300 lb - 349 lb, over-10, paymentplan:financing, PLP-bike, PLP-cardio-bike, PLP-home-cardio-equipment, price:$200 to $400, SF-B123033, shipping:free, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:device holder:yes, tech:digital monitor:Speed+Time+Distance+Calories+Odometer+Pulse+RPM, tech:flywheel weight:13.2 lb, tech:pulse sensor:yes, tech:resistance levels:stepless, Tier:Smart, Weekly-Deals",,,,,TRUE,,#smart-magnetic-resistance-exercise-bike-with-dumbbell-holder,shopify,34999,https://sunnyhealthfitness.com/cdn/shop/files/sunny-health-fitness-bikes-smart-magnetic-resistance-exercise-bike-with-dumbbell-holder-sf-b123033-1_600x.jpg?v=1709942193,,,
Smart Electric Motorized Under Desk Elliptical,"3959, 3959SMARTG, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, belt-drive, cardio, comf:carry handle:yes, comf:pedal type:non-slip, conv:product dimensions:22.83L x 18.31W x 11.02H in, conv:product weight:21.4 lb, conv:ship dimensions:25L x 20.3W x 12.4H In, conv:ship weight:26.2 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, Distance, Elliptical, engr:drive mechanism:belt drive, engr:max user weight:no limit, engr:motorized:yes, engr:pedal step height:Min 3.35 in/Max 10.9 in, engr:stride length:6.9 in, engr:tension system:electric, Exercise Machine US, FALL24, Family:Under Desk Elliptical, Google Shopping, mat:xs, mini, None_financing, over-10, PLP-compact-ellipticals, PLP-home-cardio-equipment, PLP-mini-series, price:$200 to $400, SF-E3959SMARTG, shipping:free, Speed, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:digital monitor:Power+Manual+Auto+Time+Speed, tech:remote control option:yes, tech:speed levels:18, Tier:Motorized, Time, Under Desk Elliptical, YGroup_E3959",,,,,TRUE,,#smart-electric-motorized-under-desk-elliptical,shopify,29999,https://sunnyhealthfitness.com/cdn/shop/files/Sunny-health-fitness-Elliptical-Smart-Electric-Motorized-Under-Desk-Elliptical-Dark-Grey-SF-E3959SMARTG-01_600x.jpg?v=1710547628,,,
SMART Magnetic Elliptical,"905, 905SMART, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, addfeatures:pulse monitor, cardio, comf:pedal type:non-slip, comf:transportation wheels:yes, conv:product dimensions:40.7L x 26.4W x 59.8H in, conv:product weight:62.8 lb, conv:ship dimensions:34.1L x 12.8W x 20.1H In, conv:ship weight:71.6 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-offer, Delivery:3-7, Distance, Elliptical, engr:drive mechanism:belt drive, engr:max user weight:220 lb, engr:pedal step height:Min 6.5 in/Max 12.8 in, engr:stride length:13 in, engr:tension system:magnetic, Exercise Machine US, FALL24, Family:Elliptical Bikes A, features-pulse-monitor, Financing, financing-eligible, Google Shopping, magnetic, mat:m, max user weight range:200 lb - 249 lb, Odometer, over-10, paymentplan:financing, PLP-compact-ellipticals, PLP-elliptical, PLP-elliptical-bikes, PLP-home-cardio-equipment, price:$200 to $400, Pulse, SF-E905SMART, shipping:free, Speed, stride length range:12 in – 15.75 in, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:digital monitor:Calories+Distance+Odometer+Pulse+Speed+Time+Count+SPM, tech:pulse sensor:yes, tech:resistance levels:8, Tier:Smart, Time, TraditionalElliptical, Weekly-Deals, YGroup_E905",,,,,TRUE,,#smart-magnetic-elliptical,shopify,29999,https://sunnyhealthfitness.com/cdn/shop/files/SF-E905SMART-1_600x.jpg?v=1712276571,,,
Sunny Strength™ Cap,"bis-hidden, bis-paused, rec-excl, YBlocklist",,,,,TRUE,,#sunny-strength™-cap,shopify,4999,https://sunnyhealthfitness.com/cdn/shop/files/sunny-strength-cap_600x.jpg?v=1713207206,,,
Vibration Platform Exercise Machine with Resistance Bands,"822056, comf:benefits:vibration is used for relaxing muscles, comf:Cleaning Instructions:wipe w/ damp cloth, comf:operation:remote control operated, comf:security:non-slip suction cups, comf:skill level:Suitable for beginners to advanced, conv:product dimensions:22.8L x 15.1W x 5.4H in, conv:product weight:20 lb, conv:ship dimensions: 24.2L x 14.4W x 6.2H in, conv:ship weight: 22 lb, conv:Warranty: 1 year structural frame+180 days other parts and components, Delivery:3-7, engr:finish:Black, engr:max user weight:265 lb, engr:motorized:yes, engr:speed settings:99, engr:surface type:smooth textured w/ non-slip finish, Exercise Machine US, FALL24, Family:VibrationPlatform, Google Shopping, mat:xs, max user weight range:250 lb - 299 lb, New Arrivals, None_financing, PLP-essential, PLP-essential-fitness, PLP-essential-vibration, PLP-vibration-plate, PLP-vibration-platform, price:Under $200, SF-VP822056, shipping:free, tech:device holder:yes, tech:digital monitor:Program+Speed+Time, tech:features:1-99 Levels of Vibration Frequency, tech:programs:5 (Built-in)+1 (Manual), tech:quick speed button:1-25-50-75, Tier:Dual Motion, Weekly-Deals, YGroup_VibrationPlatforms",,,,,TRUE,,#vibration-platform-exercise-machine-with-resistance-bands,shopify,11999,https://sunnyhealthfitness.com/cdn/shop/files/sunny-health-fitness-accessories-vibration-platform-exercise-machine-with-resistant-band-sf-vp822056-1_600x.jpg?v=1713830890,,,
Sunny Strength™ Short-Sleeve Training T-Shirt,"bis-hidden, bis-paused, rec-excl, YBlocklist",,,,,TRUE,,#sunny-strength™-short-sleeve-training-t-shirt,shopify,3999,https://sunnyhealthfitness.com/cdn/shop/files/sunny-strength-t-shirt_600x.jpg?v=1713206950,,,
Sunny Strength™ Gym Joggers,"bis-hidden, bis-paused, rec-excl, YBlocklist",,,,,TRUE,,#sunny-strength™-gym-joggers,shopify,5999,https://sunnyhealthfitness.com/cdn/shop/files/sunny-strength-sweatpant-1_600x.jpg?v=1713207120,,,
Full Body Adjustable Multi-function Smart Row-N-Ride® Trainer,"022070, addfeatures:app connectivity, addfeatures:bluetooth, calorie, cardio, cardio-plp, comf:handlebar adjustment:up/down, comf:pedal type:self leveling/non-slip, comf:seat adjustment:forward/back, conv:foldable:yes, conv:folded product dimensions:12.8L x 26.8W x 57.7H in, conv:product dimensions: 46.9L x 26.8W x 40.6H in, conv:product weight:39.3 lb, conv:ship dimensions:41L x 11.2W x 10.2H in, conv:ship weight:44.8 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, engr:max user weight:220 lb, engr:tension system:elastic cord, Exercise Bikes, Exercise Machine US, features-resistance-bands, Financing, financing-eligible, Google Shopping, mat:m, max user weight range:200 lb - 249 lb, over-10, paymentplan:financing, PLP-home-cardio-equipment, PLP-row-n-ride, PLP-rower, PLP-strength-more, PLP-strength-rnr, price:$200 to $400, row-n-ride, Rower, SF-A022070, shipping:free, Strength, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:device holder:yes, tech:digital monitor:Calories+Count+Time+Total Count+SPM, tech:resistance levels:4 (0-3 Bands)",,,,,TRUE,,#full-body-adjustable-multi-function-smart-row-n-ride®-trainer,shopify,24999,https://sunnyhealthfitness.com/cdn/shop/files/sunny-health-fitness-row-n-ride-full-body-adjustable-multifunction-smart-row-n-ride-trainer-sf-a022070-2_600x.jpg?v=1715640072,,,
Multifunctional & Adjustable Height Power Tower,"922081, comf:back cushion:yes, comf:benefits:Built for extreme strength training at the highest levels, comf:Cleaning Instructions:wipe w/ damp cloth, comf:horizontal bars:yes, comf:parallel bars:yes, comf:rock climbing grip:yes, conv:product dimensions:40.9L x 41.7W x 93.3H in, conv:product weight:67.2 lb, conv:ship dimensions:55.9L x 18.1W x 9.1H in, conv:ship weight:75.2 lb, conv:warranty:1 year structural frame+180 days other parts and components, engr:construction:steel tube+plastic+leather, engr:floor protectors:Yes, engr:max weight capacity:330 lb, Exercise Machine US, Family:Power Tower, Financing, financing-eligible, Google Shopping, max user weight range:300 lb - 349 lb, paymentplan:financing, PLP-strength, PLP-strength-dip, PLP-strength-more, PLP-strength-power-tower, PLP-strength-rack, PLP-strength-rack-power, price:$200 to $400, SF-XF922081, shipping:free, Strength, tech:upright post settings:10 Levels, Tier:Advanced, YGroup_PowerTower",,,,,TRUE,,#multifunctional-&-adjustable-height-power-tower,shopify,27999,https://sunnyhealthfitness.com/cdn/shop/files/Sunny-health-fitness-Strength-Multifunctional-_-Adjustable-Height-Power-Tower-SF-XF922081-02_600x.jpg?v=1718036886,,,
Energy Flex Motorized Auto Incline Smart Treadmill,"7724, 7724SMART, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, addfeatures:pulse monitor, cardio, comf:bottle holder:yes, comf:deck to floor height:Min 6.1 in/Max 9.6 in, comf:emergency stop brake:yes, comf:handrail controls:yes, comf:running surface:50.8L x 18.1W in, comf:shock absorption:yes, comf:soft drop system:yes, comf:transportation wheels:yes, conv:foldable:yes, conv:folded product dimensions:43.3L x 29.9W x 57.9H in, conv:product dimensions:68.3L x 29.9W x 53.7H in, conv:product weight:125.7 lb, conv:ship dimensions:71.7L x 30.7W x 12.8H In, conv:ship weight:144.4 lb, conv:warranty:3 year structural frame+180 days other parts and components, Delivery:5-12, engr:incline degrees:2.23° - 6.8°, engr:incline function:Auto Electric, engr:incline levels:15, engr:incline percentage:4% - 12%, engr:max user weight:275 lb, engr:motorized:yes, engr:peak dc hp:2.5 Peak HP, engr:speed range:1 - 10 MPH, Exercise Machine US, Family:T7724, features-bluetooth, features-pulse-monitor, Financing, financing-eligible, Google Shopping, incline-control-motorized, mat:m, max user weight range:250 lb - 299 lb, motorized, NEW-SUMMER, over-10, paymentplan:financing, PLP-home-cardio-equipment, PLP-treadmill, price:$800 to $1000, SF-T7724SMART, shipping:free, tech:additional connections:Connects to SunnyFit® App+USB Charge Port, tech:bluetooth:yes, tech:built-in programs:16, tech:device holder:yes, tech:digital monitor:Calories+Distance+Incline+Program+Pulse+Speed+Time+Steps, tech:pulse sensor:yes, tech:quick incline button:3+6+9+12, tech:quick speed button:2+4+6+8 MPH, tech:user programs:3, Tier:Smart, TOP-SUMMER, treadmill, up-to-10-mph, YGroup_T7724",,,,,TRUE,,#energy-flex-motorized-auto-incline-smart-treadmill,shopify,79999,https://sunnyhealthfitness.com/cdn/shop/files/Sunny-health-fitness-Treadmill-Energy-Flex-Motorized-Auto-Incline-Smart-Treadmill-SF-T7724SMART-01_600x.jpg?v=1716576943,,,
SMART Mini Stepper with Exercise Bands,"012, addfeatures:app connectivity, addfeatures:bluetooth, addfeatures:built-in monitor, cardio, comf:adjustable step height:yes, comf:pedal type:non-slip, comf:resistance bands:yes, conv:product dimensions:15.9L x 12.2W x 13.6H in, conv:product weight:15.8 lb, conv:ship dimensions:12.9L x 7.5W x 17.1H in, conv:ship weight:17.2 lb, conv:warranty:1 year structural frame+180 days other parts and components, Delivery:3-7, engr:foot action:up/down action, engr:max user weight:220 lb, engr:tension system:hydraulic, Exercise Machine US, FALL24, Family:Total Body Stepper, features-resistance-bands, Google Shopping, mat:xs, max user weight range:200 lb - 249 lb, mini, NO. 012SMART, None_financing, over-10, PLP-home-cardio-equipment, PLP-stepper, price:Under $200, resistance-bands, Stepper, tech:additional connections:Connects to SunnyFit® App, tech:bluetooth:yes, tech:digital monitor:Calorie+Count+Rep/Min+Time+Scan, Tier:Smart, under-200, YGroup_MiniStepper",,,,,TRUE,,#smart-mini-stepper-with-exercise-bands,shopify,6999,https://sunnyhealthfitness.com/cdn/shop/files/sunny-health-fitness-steppers-smart-mini-stepper-w-exercise-bands-no012smart-1_600x.jpg?v=1715123786,,,
